chocolate,fruity,caramel,peanutyalmondy,nougat,crispedricewafer,hard,bar,pluribus,sugarpercent,pricepercent,winpercent
0,1,0,0,0,0,0,0,1,0.4618272955429426,0.464480033641004,51.78277273470008
1,0,0,0,0,0,0,1,0,0.425723445883025,0.9190751111998073,59.076998746143374
0,1,0,0,0,0,0,0,1,0.06553948344119633,0.11310601680202094,52.62941139993306
0,1,0,0,0,0,0,0,0,0.21785825997498423,0.10841754962421676,46.32405265741301
0,0,0,0,0,0,1,0,1,0.7288138392665896,0.05648481855696706,29.85836084476757
1,0,0,0,0,0,0,1,0,0.4727275169084492,0.3303930500456713,49.802262736795846
0,1,0,0,0,0,0,0,0,0.14738335106323794,0.10932415801796055,27.141630557107536
1,0,0,1,0,0,0,1,0,0.32026948339062306,0.9440721264724926,54.26474737481184
1,0,1,1,0,1,0,1,0,0.6007979647521897,0.641744919330522,58.569798157857726
1,0,0,0,0,0,0,0,1,0.20017890867339552,0.5002850509451956,57.64435890914005
1,0,0,0,0,0,0,1,0,0.3034957780679935,0.8643472156074172,48.026484129163244
0,1,0,0,0,0,0,0,1,0.23120472644336917,0.3380322103114319,39.36817723423349
0,1,0,0,0,0,1,0,0,0.10350479849713363,0.11655040817379854,38.951679302010085
0,1,0,0,0,0,0,0,0,0.17009250182910018,0.12087642945281792,27.62690452811608
0,1,0,0,0,0,1,0,1,0.8352256289941264,0.30928998912096706,54.67179819326925
0,1,0,0,0,0,1,0,0,0.7389922055378753,0.9592264776137588,35.0319005055561
0,1,0,0,0,0,1,0,1,0.9094142789461808,0.4438510703585424,46.284708318291
0,1,0,0,0,0,0,0,1,0.13746227765809466,0.20385114931867176,67.81501302085184
1,0,0,1,0,0,0,0,1,0.5927950832013903,0.6519968804886106,69.86804875472393
0,1,0,0,0,0,0,0,1,0.22307422378619868,0.3058874770408325,38.48020034303658
1,0,1,1,0,1,0,1,0,0.6086895121013185,0.6397327753428916,58.86497245214033
1,0,0,1,0,0,0,0,1,0.4074948858933719,0.6464222614372204,73.3769132261102
1,0,1,1,1,0,0,1,0,0.6064560079769138,0.7599161223525387,56.70722776789436
1,0,0,0,0,0,0,1,0,0.44242739706477907,0.9213780205424634,55.909327138468534
0,1,0,0,0,0,0,0,1,0.13733949522452363,0.036604038672959915,43.9423369894852
1,0,0,0,0,0,0,0,1,0.2428212941552471,0.97600001,38.02433876175459
0,0,0,0,0,0,0,0,0,0.011,0.12241152432009579,32.469447932222884
0,1,0,0,0,0,1,0,1,0.9046114707117282,0.46272157710153117,46.47967357895293
0,1,0,0,0,0,0,0,1,0.5662240207549053,0.11598365213417179,37.66547495560435
1,0,0,0,0,0,0,0,1,0.22079427271379057,0.08358602802045588,34.555056065383084
1,0,0,1,0,0,0,1,0,0.6145311020674368,0.7713589427110118,70.61130253833998
0,1,0,0,0,0,0,0,1,0.5948366319352509,0.7562071438030065,55.129234783473784
0,1,0,0,0,0,0,0,1,0.31583695549580965,0.25161526310695836,46.45838188144336
0,1,0,0,0,0,0,0,1,0.7242765882298948,0.5081670327933016,36.71844596827419
0,1,0,0,0,0,0,0,0,0.214333573399579,0.10903308228755543,45.546319200421685
1,0,0,1,0,0,0,0,0,0.7324593137944878,0.6545928761998308,84.18029
1,0,0,1,0,0,0,0,0,0.9834244344586186,0.6501988589050735,72.41597843194546
0,0,0,0,0,0,0,0,1,0.9098979903450362,0.31934867877969153,37.605853782516846
1,0,0,1,0,0,0,0,0,0.7042195115178773,0.6453566247744702,83.67041752181112
0,1,0,0,0,0,0,0,1,0.9567054375545889,0.20968544833869243,55.21353222377711
0,1,0,0,0,0,1,0,1,0.6090823107413647,0.8453413188188792,41.29446621409043
0,0,0,1,0,0,0,0,1,0.31146091654019975,0.5116699294928937,23.214027838531354
0,1,0,0,0,0,0,0,1,0.20185374861456215,0.9686475606203088,22.445341
1,0,1,0,0,1,0,1,0,0.5341105888383557,0.9128901524352686,81.08709813310632
0,1,0,0,0,0,0,0,1,0.950972600543664,0.21522407115155215,55.08241898504994
0,1,0,0,0,0,0,0,1,0.7292677335656672,0.4990143235002168,35.81331623492093
0,1,0,0,0,0,1,0,0,0.09127902531309265,0.12470246293064495,38.7110355595264
0,1,0,0,0,0,1,0,0,0.08885372933824613,0.11142306636742715,39.69080169208104
0,1,0,0,0,0,1,0,0,0.727103190362347,0.0305155214784895,39.42442931994746
0,1,0,0,0,0,0,0,1,0.15685834629299367,0.22035092026912764,67.59495635409566
0,1,0,0,0,0,0,0,1,0.8741581157849786,0.3347366951828535,46.1777108704462
0,1,0,0,0,0,0,0,1,0.5864963488041718,0.11617075007354957,37.455936292640764
1,0,1,0,1,0,0,1,0,0.7319258218638643,0.4307815958016969,60.77635666013085
0,1,0,0,0,0,0,0,1,0.07332795904003805,0.12063471030458567,59.11903653266252
1,0,0,0,0,1,0,0,1,0.8684677085411086,0.8438670944084256,50.15090554067457
0,1,0,0,0,0,0,0,1,0.08780396544320221,0.13208816077709573,52.76663803071613
1,0,1,0,0,1,0,1,0,0.5327771935816608,0.9059904781604984,81.9704620117265
0,1,0,0,0,0,0,0,0,0.23063384571178208,0.0969538885172481,45.136271951578856
0,0,0,1,0,0,0,0,1,0.32453594544135494,0.5140453066205869,23.345485935345994
0,1,0,0,0,0,0,0,1,0.45781350064333953,0.4815711132442071,41.79837430942255
0,1,0,0,0,0,0,0,1,0.9598000830511295,0.2334293855877393,55.64608375053879
0,1,0,0,0,0,0,0,1,0.5893952247669115,0.13160268708763986,37.48517663932629
0,1,0,0,0,0,0,0,0,0.9141899134786605,0.5023099765549953,52.50253777354597
0,0,0,0,0,0,0,0,1,0.9062363391316265,0.33277300131877624,38.60697004436373
0,1,0,0,0,0,0,0,1,0.19516806957182184,0.9698474506752411,22.95277407533779
1,0,0,1,0,0,0,0,0,0.7182340253653429,0.6529113278560544,84.18029
0,1,0,0,0,0,1,0,0,0.7352934464069033,0.023152391797472482,38.836664522688125
0,1,0,0,0,0,1,0,0,0.7438165953012649,0.028508198243326573,39.15527364433968
1,0,0,0,1,0,0,1,0,0.6055290447462711,0.505237266163938,38.53450439468923
0,0,0,0,0,0,0,0,1,0.08531353679485972,0.03065714193582243,38.04159698337785
1,0,1,0,0,1,0,1,0,0.7389526196178208,0.8668234298839481,67.04661157531027
0,0,0,0,0,0,0,0,1,0.10076833015668957,0.025358951090672592,37.11214245040975
1,0,0,1,0,0,0,1,0,0.3185209213652409,0.9064922089148605,54.44362505863015
1,0,0,0,0,0,0,1,0,0.3192869958663094,0.8573443388005902,47.174098079514344
0,0,0,0,0,0,1,0,1,0.7297151754566895,0.06264188076803369,29.68036453030828
0,1,0,0,0,0,0,0,1,0.18916556819551542,0.97600001,22.445341
0,1,0,0,0,0,0,0,1,0.9336782560594875,0.23004003742899976,55.335758459128336
1,0,1,1,1,0,0,1,0,0.5322076698608231,0.6600021309996834,76.8396419742183
0,1,0,0,0,0,0,0,1,0.31499824552762673,0.24856431105023644,48.01048714702063
0,1,0,0,0,0,0,0,1,0.06829625050273337,0.09265475411604292,53.19801617364292
0,1,0,0,0,0,0,0,1,0.1932894576299562,0.9609426414126999,22.445341
0,1,0,0,0,0,1,0,1,0.823074409660991,0.3371145474362905,55.713036744674916
0,1,0,0,0,0,0,0,1,0.454481014418021,0.4615806599875146,50.79909820661124
0,1,0,0,0,0,0,0,1,0.5904523403373583,0.10960261401406522,36.926163623174766
0,1,0,0,0,0,0,0,1,0.7263950085242041,0.5249980981983424,36.163819734248385
1,0,1,0,0,1,0,1,0,0.5490409729282345,0.9167812256622536,80.69581709474214
0,0,1,0,0,0,0,0,0,0.40627196133363697,0.3252083325895172,32.21468786694894
1,0,0,0,1,0,0,1,0,0.6161329855260005,0.5084997118892508,38.52731854407157
0,1,0,0,0,0,0,0,1,0.06778537147841943,0.11487428435538898,59.90845420915529
0,1,1,0,0,0,0,0,0,0.6064459637609548,0.3269357838551264,34.04474184610673
0,1,0,0,0,0,0,0,1,0.9606139473275481,0.23363498652542164,55.28986627804095
0,0,0,1,0,0,0,0,1,0.3257885638327275,0.5146000846370039,23.426305383529414
0,1,0,0,0,0,1,0,1,0.8454146342837527,0.33118692972242453,55.968563518060556
0,1,0,0,0,0,1,0,0,0.7269971942216965,0.9749640394171246,35.293711291278896
0,1,0,0,0,0,0,0,1,0.9382545656482721,0.21003247172800807,54.76639425375508
1,0,1,0,0,0,0,0,1,0.3063001080167196,0.51743262224289,54.955731971484376
0,1,0,0,0,0,0,0,1,0.31211260472884483,0.25248979855313475,46.58334259643696
1,0,1,1,0,1,0,1,0,0.6006667628865997,0.6295588260480651,59.70747474476904
0,1,0,0,0,0,1,0,1,0.918373179838884,0.43486456902424486,47.04218985342093
0,0,0,0,0,0,1,0,1,0.7310368252611745,0.06032399193666492,30.787239379592577
1,0,0,0,0,0,0,0,1,0.28639308366048305,0.97600001,37.61430995792514
1,0,0,0,0,1,0,1,0,0.313765248038128,0.5119697360554174,76.65108467434037
1,0,0,0,0,0,0,0,1,0.28205609151735983,0.97600001,37.6345299659999
1,0,0,0,0,0,0,0,1,0.1770133670647626,0.027625188773392668,45.829829089445596
0,1,0,0,0,0,1,0,1,0.5771209324051907,0.04718530520923764,34.74648687881858
1,0,1,1,1,0,0,1,0,0.5398891473993975,0.6507662435241364,76.65035970977594
1,0,0,1,0,0,0,0,1,0.39879999387144377,0.6535943022439613,73.91169847897268
1,0,0,0,0,0,0,0,1,0.13087683202572173,0.08672576614445024,55.104707112510766
0,1,0,0,0,0,0,0,1,0.07733675071706157,0.11624138960893482,53.25870619599298
0,1,0,0,0,0,1,0,0,0.046339494614973685,0.09036584814318385,39.37736306839639
0,1,0,0,0,0,0,0,1,0.20915147644984314,0.3370146676280252,39.44152095369528
0,1,0,0,0,0,1,0,1,0.08152855347914184,0.5051915233701316,27.989236491290406
0,1,0,0,0,0,1,0,1,0.08096455184167323,0.5283107896228574,29.192324848960254
0,1,0,0,0,0,0,0,1,0.7170931262927551,0.5107232463220606,41.91355104431831
0,1,0,0,0,0,1,0,0,0.09392332340408815,0.12476067643455441,39.14263894010105
0,1,0,0,0,0,0,0,1,0.05548781772008812,0.3245457634849802,24.195772074726975
0,0,0,1,0,0,0,0,1,0.3128868508252015,0.5107379929053022,24.20140150457389
1,0,1,0,0,1,0,1,0,0.5269372747360307,0.9010231470151182,82.03207679520578
1,0,0,1,0,0,0,0,1,0.5913912523845773,0.6520151482344763,69.18611017244298
1,0,1,0,1,0,0,1,0,0.7306270594190157,0.4437098723672303,61.0256412097954
1,0,0,0,0,0,0,0,1,0.28467614797033075,0.9693168611166204,38.000271682732276
1,0,0,1,0,0,0,0,1,0.8127115285061399,0.6499344396604474,71.23834142142765
1,0,0,0,1,0,0,1,0,0.6007052738470225,0.5058009524993857,39.307739465432014
1,0,0,0,0,0,0,0,1,0.28138593438673914,0.97600001,38.05802547885115
0,1,0,0,0,0,1,0,0,0.7357947862726665,0.03323535094690638,39.555210287645934
1,0,0,1,0,0,0,0,1,0.5977505705397823,0.6641678931078837,69.46539252450327
0,1,0,0,0,0,0,0,0,0.22096632338619365,0.11433298185886445,45.6554400862887
1,0,1,0,0,1,0,1,0,0.548782508391271,0.9082095693925787,81.7435753590882
0,1,0,0,0,0,1,0,0,0.05255780395620928,0.09273984442684685,39.16698771392326
0,1,0,0,0,0,0,0,1,0.06217336795261516,0.11219021960340057,59.58270330053512
1,0,0,1,0,0,0,0,0,0.727404949562245,0.6527941153575935,84.18029
1,0,0,1,0,0,0,1,0,0.3014210621892849,0.9315152936515879,54.06549900971919
0,1,0,0,0,0,0,0,1,0.7347692111932586,0.512891631714189,36.205286057576856
0,1,0,0,0,0,0,0,0,0.26850736375319445,0.290791541850395,52.770861911564815
0,1,0,0,0,0,1,0,0,0.726802613817531,0.9704600166411574,36.062891773869914
0,0,1,0,0,0,1,0,0,0.1858086885737821,0.2808680772709922,41.50783602100303
1,0,1,0,0,1,0,1,0,0.7267499305330244,0.8594968749696893,66.64907207815203
0,1,0,0,0,0,0,0,1,0.9319620156650577,0.2403685571251467,54.67811324167415
0,0,1,0,0,0,0,0,0,0.41501787557233005,0.32086363055394257,32.372940000155516
0,1,0,0,0,0,0,0,0,0.21068974754198663,0.10946850752253011,44.863751137660365
1,0,1,0,1,0,0,1,0,0.6067222134971018,0.6406884157785605,72.88956506879062
1,0,0,0,1,0,0,1,0,0.5943009695250062,0.530864074241582,38.03052207895392
1,0,0,0,0,1,0,1,0,0.4360043162183515,0.9249829965279365,62.3899842345807
0,1,0,0,0,0,0,0,0,0.15203624852299996,0.11315275182759146,27.08435751999471
1,1,0,0,0,0,1,0,0,0.5992242427317809,0.33564368024630975,48.32965243298919
1,0,0,1,0,0,0,0,0,0.9827325205078458,0.6568602678734163,73.36429505376599
1,0,0,0,1,0,0,1,0,0.6151753120229566,0.5277545608754839,38.40119825745543
1,0,0,0,1,0,0,1,0,0.6067853997404056,0.4978099448901574,39.324756921433696
1,0,0,1,0,0,0,1,0,0.3112143781807988,0.9157386833848993,54.218815786929746
0,1,0,0,0,0,0,0,1,0.5852058139310975,0.11205857094886681,38.05133378388929
0,0,0,0,0,0,0,0,0,0.011,0.09918103657780979,32.59000855608995
0,1,0,0,0,0,1,0,1,0.8716362220806606,0.2880357099561823,42.4067859932618
0,0,0,1,1,0,0,1,0,0.48184560935499354,0.7646958047196499,45.89415697554125
1,0,0,0,1,0,0,1,0,0.6051160860061491,0.5173028321916276,67.86865643903086
0,0,0,0,0,0,0,0,1,0.9065727512129236,0.3451090573402578,37.8958245524459
1,0,1,0,0,0,0,1,0,0.9696224936658824,0.8569898033426772,64.27902803920287
0,1,0,0,0,0,0,0,1,0.948552875610352,0.21641109652776291,55.66198698518164
0,0,1,0,0,0,0,0,1,0.9481547610988985,0.7680112303399236,33.10900556549428
1,0,1,0,1,0,0,1,0,0.5898124287876733,0.6594129616126286,73.13961811634785
1,0,0,0,0,0,0,1,0,0.4317734567067901,0.9131706699201679,59.65503786717085
0,1,0,0,0,0,0,0,1,0.30697123113932406,0.3076231783423721,44.73058110540273
1,0,1,0,0,0,0,1,0,0.9760646549353176,0.869008969686912,64.28329774953288
0,1,0,0,0,0,1,0,1,0.09034204607172731,0.5142265984498426,28.00065947565249
1,0,1,0,1,0,0,1,0,0.715685538057103,0.42357562345860594,60.03766289009416
1,0,0,0,1,0,0,1,0,0.5933064453496149,0.5005576631577479,67.13942782436399
1,0,0,0,0,0,0,1,0,0.4068112043363551,0.9307929336918948,59.37582642968369
1,0,0,0,0,1,0,1,0,0.31102554226645235,0.770425097988599,66.41017365697057
0,1,0,0,0,0,0,0,1,0.31141129268218437,0.24850485990585663,47.20610897929755
1,0,0,0,0,0,0,0,1,0.2634203743586202,0.9745478445500613,38.343239908382685
0,1,0,0,0,0,0,0,1,0.07809849403809027,0.11611279782628883,59.34296928791751
0,0,0,1,1,0,0,1,0,0.4751074611607309,0.7732696562606546,46.192954850906546
0,1,1,0,0,0,0,0,0,0.6025630356090639,0.31342539260960345,34.60049235056796
1,0,0,0,0,0,0,0,1,0.8069975067062828,0.6438337754094776,66.26558103757877
1,0,0,0,0,1,0,0,1,0.8772056924212421,0.8503260137888278,50.152282932306136
0,0,0,0,0,0,0,0,0,0.015683511919318043,0.5101492281655268,46.515216864905526
1,1,0,0,0,0,1,0,0,0.6066091577527096,0.3298731536500513,49.10996916014653
0,1,0,0,0,0,1,0,1,0.8802770799226908,0.26852262161802776,43.636500252081525
1,0,0,0,0,0,0,1,0,0.420176680935939,0.9210432929980916,55.8327461975195
0,1,0,0,0,0,0,0,1,0.0859404076859038,0.12530205508008974,59.860607503964886
0,0,1,0,0,0,0,0,0,0.4099088808789396,0.32914847011568227,32.39175332909768
0,0,0,0,0,0,0,0,0,0.017318411599611644,0.512185436654514,45.715174111615354
0,1,1,0,0,0,0,0,0,0.5897700834630373,0.32418290687735773,34.649642476393325
1,0,1,0,0,0,0,0,1,0.8521548213687391,0.8528857300961061,65.23068840053385
1,0,0,0,0,1,0,0,1,0.8847879512418201,0.8473864457321355,49.82714777411783
0,0,0,0,0,0,0,0,0,0.011,0.12673472798619645,32.725291811061474
1,0,1,0,0,0,0,0,1,0.8670833179693308,0.8589856949215761,65.8357930829195
0,1,0,0,0,0,0,0,1,0.7339983026814709,0.503417413192958,35.20457142596013
0,1,0,0,0,0,1,0,0,0.7311148477996365,0.9608052299439696,34.86650149055929
1,0,0,1,0,0,0,0,0,0.7315017705372041,0.6527115888573438,84.18029
0,0,0,1,0,0,0,0,1,0.31100417832827554,0.5078170376094371,23.42712652417631
0,0,0,0,0,0,1,0,1,0.7169825153523199,0.07313556561888404,28.52149156032788
1,0,0,0,0,0,0,0,1,0.16722603617397114,0.015455473107541126,46.28213476902808
0,1,0,0,0,0,0,0,1,0.6086483277661595,0.7625755721894337,54.92107948112167
0,0,0,0,0,0,0,0,0,0.014335441608453297,0.1281310254072379,31.901654423181462
0,1,0,0,0,0,0,0,1,0.4517845488090618,0.4734863244021402,51.84904277172382
0,1,0,0,0,0,0,0,1,0.45889141200761235,0.45703877460378906,51.11510756298617
1,0,1,0,0,0,0,1,0,0.9600941471973352,0.8523004375260158,64.05122904348953
0,1,0,0,0,0,0,0,1,0.042917890204743264,0.3243542946679915,24.682242599699194
0,1,0,0,0,0,0,0,0,0.15039652650411656,0.11215525741746322,28.08543167507406
0,1,0,0,0,0,0,0,1,0.0637007644150959,0.10629961816450882,60.57647089793001
0,1,0,0,0,0,0,0,1,0.14485540902880356,0.21623607268844508,67.19547889801149
0,1,0,0,0,0,1,0,0,0.7385065510260737,0.320956373582179,39.38841202882593
1,0,0,0,1,0,0,1,0,0.6108235218311671,0.5052747523859611,67.95026661796845
1,0,0,0,0,0,0,1,0,0.46377033863182077,0.32230895365447265,49.10190539317531
1,0,0,0,0,0,0,1,0,0.4266938260808913,0.9280422841572311,56.77317028853212
0,1,0,0,0,0,1,0,0,0.7331800118121443,0.9666977998325936,34.96862519098811
1,0,0,0,0,0,0,1,0,0.45811358816770664,0.3460637947005932,49.79325957990907
0,0,0,0,0,0,0,0,0,0.011,0.5124529850742842,46.01668620244765
1,0,1,0,0,1,0,1,0,0.7240708351690447,0.8575281812201289,67.19166844013702
1,0,1,0,0,1,0,1,0,0.7266464287124287,0.8600352288338233,67.02355191703306
0,1,0,0,0,0,0,0,1,0.7221880821077568,0.5131857058287218,40.92354922411582
0,1,0,0,0,0,0,0,0,0.9073667146921077,0.514709046544752,52.41996740380278
0,1,0,0,0,0,1,0,1,0.5751539113426606,0.0756969318818071,34.86078466100328
1,0,0,1,0,0,0,0,0,0.020615547321133493,0.27179651465070853,82.06194212668751
0,0,1,0,0,0,1,0,0,0.18621191762113296,0.27432044956686347,41.859290579701465
0,1,0,0,0,0,0,0,1,0.1491452084262801,0.22177037055853793,67.75825188481048
0,1,0,0,0,0,1,0,0,0.095880042588354,0.10261171029120876,39.14853674576777
0,1,0,0,0,0,0,0,1,0.46489088366158815,0.47156759811519716,51.60449259372195
1,0,0,0,0,0,0,1,0,0.41774139081195566,0.928802179642884,56.94885160581578
0,1,0,0,0,0,0,0,0,0.151353909364567,0.10869547290766589,27.46298037659808
0,1,0,0,0,0,0,0,1,0.46524813744284726,0.464923869019529,51.01835611234684
0,1,0,0,0,0,0,0,0,0.9146760242449109,0.4962971756587109,51.271458198458404
1,0,1,0,0,0,0,0,1,0.8413271335289345,0.8492729462961361,65.50691275762922
0,1,0,0,0,0,0,0,1,0.15391560129912774,0.2289309043150708,67.37155097706383
0,1,0,0,0,0,0,0,1,0.323032413200722,0.30902536821919824,44.22057101204668
0,1,0,0,0,0,0,0,1,0.3117094789435987,0.24555120820544823,47.52480721175398
1,0,0,0,1,0,0,1,0,0.6086399852835911,0.5129553528280634,39.040302848326085
1,0,1,1,0,1,0,1,0,0.5980707870094719,0.6465482225147406,60.09448838192538
0,0,1,0,0,0,0,0,0,0.4169933606427381,0.3209878292128815,32.101446118552055
1,0,0,0,0,0,0,0,1,0.2063303719037152,0.08730025157110169,34.92720172561087
0,1,0,0,0,0,1,0,1,0.5492294912189927,0.04810015386405751,34.800986715930094
0,0,1,0,0,0,0,0,0,0.4259506241068505,0.31728481644255285,32.889937526921415
1,0,1,0,1,0,0,1,0,0.7236932455706157,0.4423130203349535,60.0517835141662
0,0,0,0,0,0,0,0,0,0.011,0.5192609167790447,45.91534335236137
1,0,1,0,0,0,0,1,0,0.9533077052584732,0.8705511350975051,64.725691258219
0,1,0,0,0,0,1,0,1,0.8941093415335122,0.44733261022902215,47.46172816941156
0,1,1,0,0,0,0,0,0,0.6025339468701003,0.3329879553947782,34.62303071490481
1,0,0,0,1,0,0,1,0,0.5978472364958864,0.5043178214598696,38.84659068859101
1,0,0,0,0,0,0,0,1,0.223187537715869,0.09656225252114875,35.05424351948813
1,0,0,1,0,0,0,1,0,0.6078163561408155,0.7573384600979939,71.11685065776203
0,1,0,0,0,0,0,0,1,0.2227058169918033,0.3363207746392604,39.288970964423115
0,1,0,0,0,0,1,0,1,0.2690121788297135,0.11040567830394518,46.14077456493977
0,0,0,1,1,0,0,1,0,0.4783057713073262,0.7841561306999525,46.814643515239275
1,0,0,1,0,0,0,0,1,0.3969966658769543,0.6560390274494903,74.26457329286497
0,0,0,1,0,0,0,0,1,0.31253670853431337,0.5023418785489845,23.743698652437292
0,1,0,0,0,0,0,0,0,0.17155229777533806,0.11154968486572092,27.323234312621715
1,0,1,0,0,0,0,1,0,0.9756641965064456,0.866656935286829,64.32961038578495
0,1,0,0,0,0,0,0,1,0.7200098498056963,0.5199702102037046,42.516676318226075
0,1,0,0,0,0,1,0,1,0.5663658270697822,0.057397386969965276,34.528230704272595
1,0,0,0,0,0,0,0,1,0.2784534143070548,0.97600001,37.97040725532331
0,1,0,0,0,0,0,0,0,0.910284796660271,0.5174623723944839,51.87724097922231
0,1,0,0,0,0,1,0,0,0.7336466990878899,0.3261231254206497,39.75468792537812
1,0,0,0,1,0,0,1,0,0.6021641726129738,0.49997722990157767,67.10259285381835
1,0,0,0,0,1,0,1,0,0.4267633068334358,0.9110721285540448,62.0948589566774
0,0,0,0,0,0,0,0,1,0.9084306539346325,0.3270035915773777,38.053789498213874
0,1,0,0,0,0,0,0,1,0.938871636698092,0.23035787289808377,63.95883758230412
0,1,0,0,0,0,0,0,1,0.19664092228983462,0.97600001,22.445341
0,0,1,0,0,0,1,0,0,0.1866628454074238,0.2736428394160638,41.612042685591675
0,1,0,0,0,0,1,0,1,0.2612816185307682,0.11844818118898232,45.75411400137207
1,0,0,1,0,0,0,0,0,0.03848760146654063,0.2853811134615172,82.59422485316547
1,0,0,0,0,1,0,1,0,0.3375766500595737,0.7613182261152055,65.23654792527539
0,1,0,0,0,0,0,0,0,0.8910141825587723,0.5096942047877356,51.9014370993904
1,0,0,1,0,0,0,1,0,0.46773249044701565,0.7599770954828056,51.546107560536605
1,0,0,1,0,0,0,0,0,0.7135891291860266,0.640358716540094,84.18029
1,0,1,0,0,1,0,1,0,0.7368693913637215,0.8628423861799568,66.4863896188063
0,0,0,0,0,0,0,0,0,0.011392632511424071,0.512580852931132,46.098110283263736
0,1,0,0,0,0,0,0,1,0.47142493958308745,0.47085990956012275,57.149340843623925
1,0,0,0,0,0,0,0,0,0.3229133737457188,0.5156537346374572,43.4401990859864
1,0,0,0,0,0,0,1,0,0.3146227324153436,0.8620677310033713,48.636976020769694
0,1,0,0,0,0,0,0,1,0.9505469012844383,0.22474327279258854,63.255646731090486
0,1,0,0,0,0,0,0,1,0.8522298442135806,0.324636261097286,46.17484264836604
0,1,0,0,0,0,1,0,0,0.7454127298974906,0.03751850340683151,39.80594942326999
0,1,0,0,0,0,0,0,0,0.270162996583295,0.2728120871418872,52.60498029068701
0,0,0,1,0,0,0,0,1,0.32208975182422533,0.514150471471915,22.964368238402866
1,0,1,1,0,1,0,1,0,0.5937124083458366,0.6566960180112036,58.75695654540776
0,1,0,0,0,0,0,0,1,0.11999387957045803,0.028293234859619678,42.40210435890472
0,1,0,0,0,0,0,0,0,0.2682307294462646,0.27944170317969713,52.51800820953634
0,0,1,0,0,0,1,0,0,0.1858563145978128,0.2616858896510385,41.38746276967868
0,1,0,0,0,0,0,0,1,0.5833871685026542,0.11151331276496979,37.48597845409373
1,0,1,0,0,0,0,1,0,0.9741459970688401,0.8504137954062544,63.827010828261706
0,0,0,1,1,0,0,1,0,0.4501133913403459,0.7777864662821553,44.91707326963591
0,1,0,0,0,0,0,0,1,0.07721249323376128,0.125081358511897,59.40590196591231
0,1,0,0,0,0,0,0,1,0.4650698437194663,0.4695798042634413,41.97170753485188
1,0,0,1,0,0,0,0,0,0.9862814291810464,0.6678063141290506,72.62221378774143
1,1,0,0,0,0,1,0,0,0.59159363374968,0.32338731107930213,49.649458527449966
0,0,0,0,0,0,0,0,1,0.09724235554531466,0.04883551133827778,37.45309733443853
1,0,1,0,1,0,0,1,0,0.711641126843402,0.4390610919762426,61.18727346201198
0,1,0,0,0,0,0,0,1,0.05146809246352803,0.3271746494323768,24.516657934335306
0,1,0,0,0,0,0,0,1,0.4524166439968363,0.4616102898583022,42.160207570011266
0,1,0,0,0,0,0,0,0,0.22045082589294912,0.11917281498725804,45.09969508471512
0,0,0,1,1,0,0,1,0,0.4639950150525985,0.7741208085011833,46.270801621292925
1,0,0,0,0,0,0,1,0,0.4398630602721775,0.9170292283838213,58.90037762968155
1,0,1,0,0,0,0,0,1,0.30049333977448534,0.5261405020693969,55.13868315580302
0,1,0,0,0,0,1,0,1,0.5981461006411614,0.8390379480732125,41.161838426901426
0,1,0,0,0,0,0,0,1,0.21572767432174314,0.32730496225800376,39.03227233548189
1,0,0,0,0,0,0,0,1,0.23073458507348796,0.07325387183176736,35.1572694109898
0,1,0,0,0,0,0,0,1,0.469522745991729,0.468566287889749,42.36608086636737
0,1,0,0,0,0,1,0,0,0.7287478618817147,0.9638578416572249,35.09413424849828
1,0,1,0,1,0,0,1,0,0.7300059695978589,0.43581682534629385,60.864547188400756
1,0,1,0,0,1,0,1,0,0.5327835465943421,0.8993832042245898,81.60613046560374
0,1,0,0,0,0,0,0,1,0.7352761042347586,0.5337677182458679,41.89135420219574
0,1,0,0,0,0,0,0,1,0.031158969944734598,0.3227547383765708,24.55592360559314
1,0,0,0,0,0,0,1,0,0.3193401049882435,0.847584141536598,47.557237654343325
1,0,0,0,0,1,0,1,0,0.3140846927399356,0.7610500457046391,66.05601809742392
0,1,0,0,0,0,1,0,1,0.8921298283943733,0.2785605687380997,42.137030872878206
0,1,0,0,0,0,0,0,1,0.8627222216834378,0.3296584758526622,46.25434963011176
1,0,0,0,0,0,0,1,0,0.4641342211732696,0.3297277522270241,49.902304687002264
1,0,0,1,0,0,0,1,0,0.3281654653964906,0.9237658285496557,54.22161614463119
1,0,0,0,1,0,0,1,0,0.6140473001731414,0.5055047288943404,40.08119049215891
1,0,0,0,1,0,0,1,0,0.5981286143022685,0.5139010823074417,39.36369923685066
0,1,0,0,0,0,0,0,1,0.3148887714907867,0.30553454874206143,44.94789348169201
0,1,0,0,0,0,0,0,1,0.7320168511454699,0.5057196212114772,36.366601619068724
0,1,0,0,0,0,0,0,0,0.22237781461090314,0.10817963765967607,46.279368045564674
1,0,0,0,0,1,0,1,0,0.42410783770938243,0.9078729879988355,61.93912376175091
0,0,0,1,0,0,0,0,1,0.31224672545347204,0.5200687632854775,22.445341
1,0,0,0,0,0,0,1,0,0.4165231764726826,0.9238680636333482,59.04035031041274
1,0,0,1,0,0,0,0,0,0.7211395647828618,0.6593227860300857,84.18029
1,0,1,0,1,0,0,1,0,0.6077951232711856,0.6513350308036009,73.16604564552779
0,1,0,0,0,0,0,0,1,0.06708210493685732,0.12261965595050087,59.984882651036486
